"order_month"|"year_month"|"order_year"|"order_month_num"|"provinsi"|"total_orders"|"total_revenue"|"avg_order_value"|"total_items"|"unique_customers"|"total_discount"|"discounted_orders"
"2024-09-01"|"2024-09"|2024|9|"KALIMANTAN BARAT"|6|"383098.00"|"63850"|10|5|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"KALIMANTAN SELATAN"|5|"2573494.00"|"514699"|11|4|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"KALIMANTAN TENGAH"|4|"229354.00"|"57339"|7|3|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"KALIMANTAN TIMUR"|4|"320100.00"|"80025"|19|3|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"KALIMANTAN UTARA"|2|"213708.00"|"106854"|3|2|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"KEPULAUAN RIAU"|5|"332330.00"|"66466"|15|3|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"LAMPUNG"|24|"1162509.00"|"48438"|49|5|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"MALUKU"|2|"116880.00"|"58440"|4|1|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"NANGGROE ACEH DARUSSALAM (NAD)"|3|"255680.00"|"85227"|5|3|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"NUSA TENGGARA BARAT (NTB)"|1|"367221.00"|"367221"|2|1|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"NUSA TENGGARA TIMUR (NTT)"|1|"52480.00"|"52480"|1|1|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"RIAU"|11|"908826.00"|"82621"|20|7|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"SULAWESI BARAT"|1|"195130.00"|"195130"|1|1|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"SULAWESI SELATAN"|9|"840415.00"|"93379"|16|7|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"SULAWESI TENGAH"|1|"90883.00"|"90883"|2|1|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"SULAWESI TENGGARA"|1|"932000.00"|"932000"|2|1|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"SULAWESI UTARA"|2|"126980.00"|"63490"|2|1|"0.00"|0
"2024-09-01"|"2024-09"|2024|9|"SUMATERA BARAT"|11|"448691.00"|"40790"|33|4|"6500.00"|1
"2024-09-01"|"2024-09"|2024|9|"SUMATERA SELATAN"|21|"1606585.00"|"76504"|166|4|"181500.00"|1
"2024-09-01"|"2024-09"|2024|9|"SUMATERA UTARA"|18|"2718879.00"|"151049"|84|7|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"BALI"|11|"1745300.00"|"158664"|45|5|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"BANGKA BELITUNG"|10|"518377.00"|"51838"|22|5|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"BANTEN"|173|"12478018.00"|"72127"|360|8|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"BENGKULU"|5|"228616.00"|"45723"|10|2|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"DI YOGYAKARTA"|17|"812582.00"|"47799"|58|5|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"DKI JAKARTA"|148|"9116826.00"|"61600"|499|5|"105000.00"|1
"2024-10-01"|"2024-10"|2024|10|"GORONTALO"|2|"58620.00"|"29310"|2|2|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"JAMBI"|10|"444000.00"|"44400"|19|5|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"JAWA BARAT"|320|"13764953.00"|"43015"|580|27|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"JAWA TENGAH"|93|"6510286.00"|"70003"|176|29|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"JAWA TIMUR"|104|"7502191.00"|"72136"|266|29|"10000.00"|1
"2024-10-01"|"2024-10"|2024|10|"KALIMANTAN BARAT"|8|"573728.00"|"71716"|30|5|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"KALIMANTAN SELATAN"|9|"575006.00"|"63890"|21|7|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"KALIMANTAN TENGAH"|8|"552005.00"|"69001"|14|4|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"KALIMANTAN TIMUR"|10|"1255469.00"|"125547"|18|6|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"LAMPUNG"|23|"1515347.00"|"65885"|81|7|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"MALUKU"|1|"90050.00"|"90050"|1|1|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"MALUKU UTARA"|1|"51960.00"|"51960"|2|1|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"NANGGROE ACEH DARUSSALAM (NAD)"|8|"463098.00"|"57887"|16|5|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"NUSA TENGGARA BARAT (NTB)"|7|"350682.00"|"50097"|14|5|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"NUSA TENGGARA TIMUR (NTT)"|2|"242609.00"|"121305"|2|1|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"RIAU"|11|"1113634.00"|"101239"|59|6|"7200.00"|1
"2024-10-01"|"2024-10"|2024|10|"SULAWESI BARAT"|4|"377216.00"|"94304"|14|4|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"SULAWESI SELATAN"|14|"1111329.00"|"79381"|38|6|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"SULAWESI TENGAH"|1|"95680.00"|"95680"|2|1|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"SULAWESI TENGGARA"|2|"1052920.00"|"526460"|3|1|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"SULAWESI UTARA"|1|"111890.00"|"111890"|1|1|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"SUMATERA BARAT"|13|"688934.00"|"52995"|23|5|"0.00"|0
"2024-10-01"|"2024-10"|2024|10|"SUMATERA SELATAN"|30|"1832494.00"|"61083"|177|6|"181500.00"|1
"2024-10-01"|"2024-10"|2024|10|"SUMATERA UTARA"|12|"3210435.00"|"267536"|18|9|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"BALI"|15|"1839579.00"|"122639"|79|5|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"BANGKA BELITUNG"|5|"324673.00"|"64935"|10|4|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"BANTEN"|138|"6966533.00"|"50482"|317|8|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"BENGKULU"|8|"301437.00"|"37680"|17|4|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"DI YOGYAKARTA"|18|"803790.00"|"44655"|53|4|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"DKI JAKARTA"|110|"6773474.00"|"61577"|334|5|"12000.00"|1
"2024-11-01"|"2024-11"|2024|11|"GORONTALO"|3|"236016.00"|"78672"|6|3|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"JAMBI"|14|"1276952.00"|"91211"|70|6|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"JAWA BARAT"|282|"15202398.00"|"53909"|642|26|"33600.00"|1
"2024-11-01"|"2024-11"|2024|11|"JAWA TENGAH"|71|"7592984.00"|"106943"|171|26|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"JAWA TIMUR"|91|"3688951.00"|"40538"|156|30|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"KALIMANTAN BARAT"|7|"292908.00"|"41844"|20|4|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"KALIMANTAN SELATAN"|2|"75424.00"|"37712"|3|1|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"KALIMANTAN TENGAH"|5|"381064.00"|"76213"|12|4|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"KALIMANTAN TIMUR"|9|"663860.00"|"73762"|33|7|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"KEPULAUAN RIAU"|4|"262239.00"|"65560"|7|2|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"LAMPUNG"|17|"486130.00"|"28596"|37|5|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"MALUKU"|1|"59760.00"|"59760"|3|1|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"NANGGROE ACEH DARUSSALAM (NAD)"|4|"1138212.00"|"284553"|16|3|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"NUSA TENGGARA BARAT (NTB)"|3|"1524760.00"|"508253"|15|2|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"NUSA TENGGARA TIMUR (NTT)"|2|"110920.00"|"55460"|2|1|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"PAPUA"|1|"165000.00"|"165000"|6|1|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"RIAU"|12|"716507.00"|"59709"|33|6|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"SULAWESI BARAT"|1|"70472.00"|"70472"|2|1|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"SULAWESI SELATAN"|4|"259584.00"|"64896"|6|4|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"SULAWESI TENGAH"|1|"114048.00"|"114048"|3|1|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"SULAWESI TENGGARA"|1|"94808.00"|"94808"|4|1|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"SULAWESI UTARA"|2|"199841.00"|"99921"|12|2|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"SUMATERA BARAT"|16|"1309888.00"|"81868"|40|6|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"SUMATERA SELATAN"|34|"1606288.00"|"47244"|64|10|"0.00"|0
"2024-11-01"|"2024-11"|2024|11|"SUMATERA UTARA"|11|"369440.00"|"33585"|14|6|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"BALI"|5|"209068.00"|"41814"|7|2|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"BANGKA BELITUNG"|3|"112136.00"|"37379"|5|2|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"BANTEN"|185|"10253968.00"|"55427"|420|8|"5000.00"|1
"2025-01-01"|"2025-01"|2025|1|"BENGKULU"|12|"666476.00"|"55540"|33|4|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"DI YOGYAKARTA"|15|"655560.00"|"43704"|34|5|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"DKI JAKARTA"|147|"5300959.00"|"36061"|356|5|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"GORONTALO"|2|"91896.00"|"45948"|3|1|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"JAMBI"|19|"1044690.00"|"54984"|53|9|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"JAWA BARAT"|326|"16520173.00"|"50675"|631|27|"150000.00"|1
"2025-01-01"|"2025-01"|2025|1|"JAWA TENGAH"|58|"1866578.00"|"32182"|139|25|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"JAWA TIMUR"|84|"5350472.00"|"63696"|154|31|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"KALIMANTAN BARAT"|13|"831827.00"|"63987"|30|5|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"KALIMANTAN SELATAN"|6|"405253.00"|"67542"|22|6|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"KALIMANTAN TENGAH"|3|"138443.00"|"46148"|4|2|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"KALIMANTAN TIMUR"|5|"266492.00"|"53298"|14|3|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"KEPULAUAN RIAU"|2|"127341.00"|"63671"|6|1|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"LAMPUNG"|21|"969835.00"|"46183"|51|6|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"NANGGROE ACEH DARUSSALAM (NAD)"|6|"236360.00"|"39393"|15|5|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"NUSA TENGGARA BARAT (NTB)"|3|"684276.00"|"228092"|14|2|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"NUSA TENGGARA TIMUR (NTT)"|3|"221232.00"|"73744"|7|3|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"RIAU"|11|"425077.00"|"38643"|24|6|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"SULAWESI SELATAN"|16|"3745390.00"|"234087"|120|7|"170000.00"|1
"2025-01-01"|"2025-01"|2025|1|"SULAWESI TENGAH"|4|"263256.00"|"65814"|9|2|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"SULAWESI TENGGARA"|1|"122500.00"|"122500"|2|1|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"SUMATERA BARAT"|11|"654512.00"|"59501"|28|5|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"SUMATERA SELATAN"|32|"1411109.00"|"44097"|82|11|"0.00"|0
"2025-01-01"|"2025-01"|2025|1|"SUMATERA UTARA"|12|"665753.00"|"55479"|27|7|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"BALI"|4|"440230.00"|"110058"|5|2|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"BANGKA BELITUNG"|6|"648750.00"|"108125"|17|3|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"BANTEN"|136|"8487409.00"|"62407"|242|8|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"BENGKULU"|4|"149917.00"|"37479"|6|3|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"DI YOGYAKARTA"|13|"495196.00"|"38092"|37|4|"10000.00"|1
"2025-02-01"|"2025-02"|2025|2|"DKI JAKARTA"|116|"8330169.00"|"71812"|488|5|"175000.00"|3
"2025-02-01"|"2025-02"|2025|2|"GORONTALO"|1|"28768.00"|"28768"|1|1|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"JAMBI"|13|"1060754.00"|"81596"|30|6|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"JAWA BARAT"|279|"16797375.00"|"60206"|532|26|"2400.00"|1
"2025-02-01"|"2025-02"|2025|2|"JAWA TENGAH"|55|"2101764.00"|"38214"|151|26|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"JAWA TIMUR"|83|"5604470.00"|"67524"|202|27|"10000.00"|1
"2025-02-01"|"2025-02"|2025|2|"KALIMANTAN BARAT"|8|"534957.00"|"66870"|36|4|"4800.00"|2
"2025-02-01"|"2025-02"|2025|2|"KALIMANTAN SELATAN"|5|"367287.00"|"73457"|12|4|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"KALIMANTAN TENGAH"|4|"274744.00"|"68686"|7|4|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"KALIMANTAN TIMUR"|4|"526913.00"|"131728"|14|4|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"KEPULAUAN RIAU"|2|"226400.00"|"113200"|3|1|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"LAMPUNG"|20|"621984.00"|"31099"|39|8|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"MALUKU"|1|"965700.00"|"965700"|2|1|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"NANGGROE ACEH DARUSSALAM (NAD)"|3|"133200.00"|"44400"|12|1|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"NUSA TENGGARA BARAT (NTB)"|3|"147920.00"|"49307"|6|3|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"NUSA TENGGARA TIMUR (NTT)"|2|"235130.00"|"117565"|8|2|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"RIAU"|12|"440102.00"|"36675"|17|6|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"SULAWESI SELATAN"|4|"184648.00"|"46162"|12|3|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"SULAWESI TENGAH"|2|"125280.00"|"62640"|2|2|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"SULAWESI TENGGARA"|2|"104020.00"|"52010"|3|1|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"SULAWESI UTARA"|1|"58616.00"|"58616"|2|1|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"SUMATERA BARAT"|5|"346920.00"|"69384"|23|3|"0.00"|0
"2025-02-01"|"2025-02"|2025|2|"SUMATERA SELATAN"|38|"3088687.00"|"81281"|324|12|"363000.00"|2
"2025-02-01"|"2025-02"|2025|2|"SUMATERA UTARA"|9|"560716.00"|"62302"|23|4|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"BALI"|6|"382518.00"|"63753"|17|4|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"BANGKA BELITUNG"|4|"237762.00"|"59441"|11|2|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"BANTEN"|101|"8561306.00"|"84765"|213|7|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"BENGKULU"|1|"10500.00"|"10500"|3|1|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"DI YOGYAKARTA"|8|"492109.00"|"61514"|13|5|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"DKI JAKARTA"|62|"3356534.00"|"54138"|249|5|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"GORONTALO"|4|"283004.00"|"70751"|7|1|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"JAMBI"|11|"712935.00"|"64812"|19|6|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"JAWA BARAT"|161|"11199101.00"|"69560"|290|25|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"JAWA TENGAH"|39|"4096917.00"|"105049"|264|18|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"JAWA TIMUR"|47|"5337489.00"|"113564"|138|25|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"KALIMANTAN BARAT"|2|"79265.00"|"39633"|5|2|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"KALIMANTAN SELATAN"|8|"453897.00"|"56737"|14|6|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"KALIMANTAN TENGAH"|2|"148432.00"|"74216"|6|2|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"KALIMANTAN TIMUR"|4|"338339.00"|"84585"|10|3|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"KEPULAUAN RIAU"|2|"109100.00"|"54550"|5|2|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"LAMPUNG"|16|"1408450.00"|"88028"|90|7|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"NANGGROE ACEH DARUSSALAM (NAD)"|1|"27520.00"|"27520"|1|1|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"NUSA TENGGARA TIMUR (NTT)"|1|"42600.00"|"42600"|1|1|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"RIAU"|6|"214072.00"|"35679"|10|4|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"SULAWESI SELATAN"|2|"71736.00"|"35868"|7|2|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"SULAWESI TENGAH"|1|"156194.00"|"156194"|1|1|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"SUMATERA BARAT"|3|"191225.00"|"63742"|6|2|"0.00"|0
"2025-03-01"|"2025-03"|2025|3|"SUMATERA SELATAN"|16|"5224970.00"|"326561"|863|5|"881250.00"|4
"2025-03-01"|"2025-03"|2025|3|"SUMATERA UTARA"|8|"553795.00"|"69224"|18|8|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"BALI"|6|"284199.00"|"47367"|14|3|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"BANGKA BELITUNG"|6|"702001.00"|"117000"|9|5|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"BANTEN"|103|"6214801.00"|"60338"|319|7|"450000.00"|2
"2025-04-01"|"2025-04"|2025|4|"BENGKULU"|6|"170965.00"|"28494"|8|4|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"DI YOGYAKARTA"|9|"347634.00"|"38626"|21|3|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"DKI JAKARTA"|101|"3623011.00"|"35871"|276|5|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"GORONTALO"|3|"116953.00"|"38984"|5|3|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"JAMBI"|12|"601296.00"|"50108"|33|7|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"JAWA BARAT"|234|"9153398.00"|"39117"|433|26|"5000.00"|1
"2025-04-01"|"2025-04"|2025|4|"JAWA TENGAH"|46|"3056513.00"|"66446"|136|22|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"JAWA TIMUR"|42|"3386085.00"|"80621"|80|21|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"KALIMANTAN BARAT"|8|"414060.00"|"51758"|21|5|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"KALIMANTAN SELATAN"|5|"271018.00"|"54204"|13|4|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"KALIMANTAN TENGAH"|4|"135591.00"|"33898"|7|3|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"KALIMANTAN TIMUR"|1|"47280.00"|"47280"|1|1|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"KEPULAUAN RIAU"|1|"49296.00"|"49296"|5|1|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"LAMPUNG"|17|"636610.00"|"37448"|36|7|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"NANGGROE ACEH DARUSSALAM (NAD)"|4|"261603.00"|"65401"|5|3|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"NUSA TENGGARA BARAT (NTB)"|3|"1826120.00"|"608707"|3|3|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"NUSA TENGGARA TIMUR (NTT)"|1|"88360.00"|"88360"|1|1|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"RIAU"|17|"811214.00"|"47718"|28|5|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"SULAWESI BARAT"|1|"28800.00"|"28800"|1|1|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"SULAWESI SELATAN"|13|"1212208.00"|"93247"|70|7|"12000.00"|1
"2025-04-01"|"2025-04"|2025|4|"SULAWESI TENGAH"|2|"151786.00"|"75893"|2|2|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"SULAWESI UTARA"|1|"110720.00"|"110720"|2|1|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"SUMATERA BARAT"|6|"191598.00"|"31933"|13|4|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"SUMATERA SELATAN"|19|"776203.00"|"40853"|40|10|"0.00"|0
"2025-04-01"|"2025-04"|2025|4|"SUMATERA UTARA"|7|"408336.00"|"58334"|22|5|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"BALI"|2|"69600.00"|"34800"|5|1|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"BANGKA BELITUNG"|1|"33000.00"|"33000"|2|1|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"BANTEN"|123|"4706693.00"|"38266"|217|8|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"BENGKULU"|5|"237086.00"|"47417"|10|3|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"DI YOGYAKARTA"|6|"230677.00"|"38446"|15|4|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"DKI JAKARTA"|63|"1715615.00"|"27232"|116|5|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"GORONTALO"|1|"36900.00"|"36900"|1|1|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"JAMBI"|13|"623535.00"|"47964"|22|7|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"JAWA BARAT"|224|"9680368.00"|"43216"|475|26|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"JAWA TENGAH"|59|"4448527.00"|"75399"|130|24|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"JAWA TIMUR"|51|"2286018.00"|"44824"|81|28|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"KALIMANTAN BARAT"|6|"296596.00"|"49433"|12|5|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"KALIMANTAN SELATAN"|5|"212428.00"|"42486"|9|4|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"KALIMANTAN TENGAH"|3|"242306.00"|"80769"|4|2|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"KALIMANTAN TIMUR"|2|"158920.00"|"79460"|2|2|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"LAMPUNG"|21|"1298635.00"|"61840"|39|9|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"NANGGROE ACEH DARUSSALAM (NAD)"|4|"161755.00"|"40439"|8|4|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"NUSA TENGGARA BARAT (NTB)"|2|"141438.00"|"70719"|6|2|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"NUSA TENGGARA TIMUR (NTT)"|1|"83000.00"|"83000"|5|1|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"RIAU"|11|"397022.00"|"36093"|29|6|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"SULAWESI SELATAN"|12|"579424.00"|"48285"|50|4|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"SUMATERA BARAT"|8|"324429.00"|"40554"|15|4|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"SUMATERA SELATAN"|20|"681312.00"|"34066"|38|9|"0.00"|0
"2025-05-01"|"2025-05"|2025|5|"SUMATERA UTARA"|6|"494122.00"|"82354"|12|5|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"BALI"|5|"1924065.00"|"384813"|10|2|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"BANGKA BELITUNG"|2|"79000.00"|"39500"|2|2|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"BANTEN"|105|"7275072.00"|"69286"|245|8|"120000.00"|1
"2025-06-01"|"2025-06"|2025|6|"BENGKULU"|3|"259900.00"|"86633"|3|3|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"DI YOGYAKARTA"|15|"428031.00"|"28535"|27|5|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"DKI JAKARTA"|57|"1740998.00"|"30544"|141|5|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"GORONTALO"|1|"112025.00"|"112025"|1|1|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"JAMBI"|1|"43950.00"|"43950"|1|1|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"JAWA BARAT"|183|"9243046.00"|"50508"|516|25|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"JAWA TENGAH"|50|"2858018.00"|"57160"|102|25|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"JAWA TIMUR"|36|"2753825.00"|"76495"|68|19|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"KALIMANTAN BARAT"|4|"188200.00"|"47050"|16|3|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"KALIMANTAN SELATAN"|5|"333400.00"|"66680"|10|4|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"KALIMANTAN TIMUR"|1|"42000.00"|"42000"|1|1|"0.00"|0
"2025-06-01"|"2025-06"|2025|6|"LAMPUNG"|10|"586110.00"|"58611"|15|8|"0.00"|0
